Format Version,1.23,Take Name,Take 2020-10-05 02.17.12 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-05 02.17.13.348 PM,Total Frames in Take,5032,Total Exported Frames,5032,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
4456,17.824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,17.828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,17.832000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,17.836000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,17.840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,17.844000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,17.848000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,17.852000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,17.856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,17.860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,17.864000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,17.868000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,17.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,17.876000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,17.880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,17.884000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,17.888000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,17.892000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,17.896000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,17.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,17.904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,17.908000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,17.912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,17.916000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,17.920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,17.924000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,17.928000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,17.932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,17.936000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,17.940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,17.944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,17.948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,17.952000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,17.956000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,17.960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,17.964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,17.968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,17.972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,17.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,17.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,17.984000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,17.988000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,17.992000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,17.996000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,18.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,18.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,18.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,18.012000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,18.016000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,18.020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,18.024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,18.028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,18.032000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,18.036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,18.040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,18.044000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,18.048000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513,18.052000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,18.056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,18.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,18.064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,18.068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,18.072000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519,18.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,18.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,18.084000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,18.088000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523,18.092000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,18.096000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,18.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,18.104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,18.108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528,18.112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,18.116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530,18.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,18.124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532,18.128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,18.132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,18.136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,18.140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,18.144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537,18.148000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,18.152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,18.156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,18.160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,18.164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542,18.168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543,18.172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,18.176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545,18.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,18.184000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547,18.188000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,18.192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,18.196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,18.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,18.204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,18.208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,18.212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,18.216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,18.220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,18.224000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,18.228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,18.232000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,18.236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,18.240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,18.244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,18.248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,18.252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,18.256000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,18.260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,18.264000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,18.268000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,18.272000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,18.276000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,18.280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,18.284000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,18.288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,18.292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,18.296000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,18.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,18.304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,18.308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,18.312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,18.316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,18.320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,18.324000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,18.328000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,18.332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,18.336000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,18.340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,18.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,18.348000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,18.352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,18.356000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,18.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,18.364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,18.368000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,18.372000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,18.376000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,18.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,18.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,18.388000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,18.392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,18.396000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,18.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,18.404000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,18.408000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,18.412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,18.416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,18.420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,18.424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,18.428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,18.432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,18.436000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,18.440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,18.444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,18.448000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,18.452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,18.456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,18.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,18.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,18.468000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,18.472000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,18.476000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,18.480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,18.484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,18.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,18.492000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,18.496000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,18.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,18.504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,18.508000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,18.512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,18.516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,18.520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,18.524000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,18.528000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,18.532000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,18.536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,18.540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,18.544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,18.548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,18.552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,18.556000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,18.560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,18.564000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,18.568000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,18.572000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.295573,1.564211,1.336521,,,
4644,18.576000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.293088,1.567816,1.335095,,,
4645,18.580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289694,1.571482,1.333971,,,
4646,18.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.287627,1.575030,1.332867,,,
4647,18.588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.283782,1.578507,1.331560,,,
4648,18.592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281242,1.582236,1.329978,,,
4649,18.596000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,18.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,18.604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,18.608000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,18.612000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,18.616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,18.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,18.624000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,18.628000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,18.632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,18.636000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,18.640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,18.644000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,18.648000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,18.652000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,18.656000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,18.660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,18.664000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,18.668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,18.672000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,18.676000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,18.680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,18.684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,18.688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,18.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,18.696000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,18.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,18.704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,18.708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,18.712000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,18.716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,18.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,18.724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,18.728000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,18.732000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,18.736000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,18.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,18.744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,18.748000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,18.752000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,18.756000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,18.760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,18.764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,18.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,18.772000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,18.776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,18.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,18.784000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,18.788000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,18.792000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,18.796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,18.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,18.804000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,18.808000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,18.812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,18.816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,18.820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,18.824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,18.828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,18.832000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,18.836000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,18.840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,18.844000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,18.848000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,18.852000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,18.856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,18.860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,18.864000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,18.868000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.573347,1.669169,0.886028
4718,18.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572991,1.670851,0.886552
4719,18.876000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572930,1.672647,0.887141
4720,18.880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572636,1.674272,0.887574
4721,18.884000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572358,1.676024,0.888052
4722,18.888000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.571933,1.677699,0.888324
4723,18.892000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.571637,1.679450,0.888754
4724,18.896000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.571119,1.681202,0.888791
4725,18.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.570624,1.682945,0.889030
4726,18.904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.570248,1.684824,0.889117
4727,18.908000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569901,1.686554,0.889329
4728,18.912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569205,1.688222,0.889489
4729,18.916000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.568735,1.689995,0.889850
4730,18.920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.568206,1.691702,0.889916
4731,18.924000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567749,1.693508,0.890102
4732,18.928000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.566652,1.695339,0.889954
4733,18.932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,18.936000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,18.940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,18.944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,18.948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,18.952000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,18.956000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,18.960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
